Date,Team 1,Team 2,Team 1 1st Half,Team 2 1st Half,Team 1 2nd Half,Team 2 2nd Half,Team 1 Final,Team 2 Final,Team 1 Winner,Team 2 Winner
2/8/16,Morgan State,S. Carolina St.,32,39,46,43,78,82,0,1
2/8/16,Colgate,Army West Point,32,40,40,42,72,82,0,1
2/8/16,Incarnate Word,Nicholls State,29,41,31,30,60,71,0,1
2/8/16,Delaware State,Florida A&M;,26,25,46,47,23,24,0,1
2/8/16,Coppin State,Savannah State,18,21,39,36,6,15,0,1
2/8/16,N'western St.,Steph. F. Austin,33,43,39,40,72,83,0,1
2/8/16,Abilene Christian,Lamar,39,37,32,30,71,67,1,0
2/8/16,Alcorn State,Grambling,37,28,29,35,66,63,1,0
2/8/16,Southern Univ.,Jackson State,50,34,30,47,80,81,0,1
2/8/16,Alabama A&M;,Miss. Valley St.,32,31,32,35,64,66,0,1
2/8/16,Hampton,Howard,37,43,31,22,68,65,1,0
2/8/16,Alabama State,Ark.-Pine Bluff,37,27,29,39,4,9,0,1
2/8/16,Houston Baptist,Texas A&M-C.C.;,42,51,34,32,76,83,0,1
2/8/16,Northern N.M.,New Mexico St.,28,53,26,32,54,85,0,1
2/8/16,Notre Dame,Clemson,35,29,54,54,89,83,1,0
2/9/16,Villanova,DePaul,41,29,45,30,86,59,1,0
2/9/16,Bowie State,Maryland,29,47,33,46,62,93,0,1
2/9/16,Xavier,Creighton,27,37,29,33,56,70,0,1
2/9/16,West Virginia,Kansas,29,36,36,39,65,75,0,1
2/9/16,Virginia Tech,Virginia,20,32,29,35,49,67,0,1
2/9/16,Michigan State,Purdue,30,46,42,26,9,10,0,1
2/9/16,North Carolina,Boston College,31,37,37,28,68,65,1,0
2/9/16,Pittsburgh,Miami (Fla.),33,29,30,36,63,65,0,1
2/9/16,Duquesne,Dayton,35,35,39,41,74,76,0,1
2/9/16,Georgia,Kentucky,24,42,24,40,48,82,0,1
2/9/16,Wichita State,Drake,44,21,30,27,74,48,1,0
2/9/16,Cincinnati,UCF,31,30,38,21,69,51,1,0
2/9/16,Akron,Bowling Green,41,32,42,36,83,68,1,0
2/9/16,George Mason,Rhode Island,37,41,26,40,63,81,0,1
2/9/16,Toledo,Buffalo,28,37,43,32,71,69,1,0
2/9/16,Miami (Ohio),Western Mich.,24,18,21,26,45,44,1,0
2/9/16,Northern Ill.,Kent State,28,26,46,49,74,75,0,1
2/9/16,Ohio,Ball State,32,31,40,38,72,69,1,0
2/9/16,Auburn,Tennessee,23,34,22,37,45,71,0,1
2/9/16,Cent. Michigan,Eastern Mich.,23,38,33,33,56,71,0,1
2/9/16,Monmouth,Marist,45,31,42,30,87,61,1,0
2/9/16,Southeastern La.,Central Ark.,36,42,36,46,72,88,0,1
2/9/16,Northwestern,Ohio State,33,26,30,45,63,71,0,1
2/9/16,Arkansas,Mississippi St.,20,42,26,36,46,78,0,1
2/9/16,Mississippi,Florida,29,36,43,41,72,77,0,1
2/9/16,Texas-Arlington,Texas State,32,16,33,37,65,53,1,0
2/9/16,Benedictine Mesa,Grand Canyon,42,54,29,41,71,95,0,1
2/9/16,New Mexico,Utah State,32,40,40,40,72,80,0,1
2/10/16,Iowa State,Texas Tech,37,37,41,41,4,7,0,1
2/10/16,Texas A&M;,Alabama,27,32,35,31,62,63,0,1
2/10/16,Tulsa,SMU,36,33,46,44,82,77,1,0
2/10/16,Providence,Marquette,36,31,36,41,19,24,0,1
2/10/16,Baylor,Kansas State,43,32,39,40,82,72,1,0
2/10/16,Tulane,East Carolina,28,34,43,37,29,21,0,1
2/10/16,Butler,Seton Hall,38,38,43,37,81,75,1,0
2/10/16,Nebraska,Wisconsin,26,30,35,42,61,72,0,1
2/10/16,St. Bonaventure,Fordham,31,29,35,37,10,6,0,1
2/10/16,LSU,South Carolina,35,39,48,55,83,94,0,1
2/10/16,Lehigh,Bucknell,45,29,35,36,80,65,1,0
2/10/16,Memphis,Houston,48,40,42,58,90,98,0,1
2/10/16,La Salle,Davidson,31,38,35,41,66,79,0,1
2/10/16,Southern Ill.,Indiana State,42,35,43,43,85,78,1,0
2/10/16,Saint Joseph's,Geo. Washington,39,32,45,34,84,66,1,0
2/10/16,Wake Forest,Georgia Tech,39,35,27,36,66,71,0,1
2/10/16,American,Boston U.,29,41,22,30,51,71,0,1
2/10/16,Lafayette,Holy Cross,27,31,26,36,53,67,0,1
2/10/16,Navy,Loyola (Md.),35,19,36,32,71,51,1,0
2/10/16,Richmond,Saint Louis,32,31,35,22,67,53,1,0
2/10/16,South Dakota St.,Omaha,46,40,46,56,92,96,0,1
2/10/16,Loyola Chicago,Bradley,25,18,29,25,54,43,1,0
2/10/16,Missouri State,UNI,38,49,31,34,69,83,0,1
2/10/16,Jacksonville St.,Belmont,33,37,40,44,73,81,0,1
2/10/16,Tennessee Tech,Tennessee State,35,43,20,42,55,85,0,1
2/10/16,Boise State,Colorado State,34,36,40,38,19,23,0,1
2/10/16,Austin Peay,Eastern Illinois,34,31,45,39,79,70,1,0
2/10/16,Missouri,Vanderbilt,26,45,45,41,71,86,0,1
2/10/16,Washington,Utah,40,43,42,47,82,90,0,1
2/10/16,Michigan,Minnesota,42,28,40,46,82,74,1,0
2/10/16,CSU Fullerton,CSUN,33,28,34,47,67,75,0,1
2/10/16,Air Force,Nevada,23,36,29,36,52,72,0,1
2/10/16,San Jose State,UNLV,37,24,24,40,61,64,0,1
2/10/16,San Diego State,Fresno State,30,29,27,29,57,58,0,1
2/11/16,Iowa,Indiana,38,45,40,40,78,85,0,1
2/11/16,Oregon,California,24,42,39,41,63,83,0,1
2/11/16,UC Irvine,Hawaii,21,38,31,36,52,74,0,1
2/11/16,Mass.-Lowell,Maine,54,43,33,44,21,8,0,1
2/11/16,St. Francis (Pa.),Robert Morris,38,29,30,28,68,57,1,0
2/11/16,UNC-Greensboro,VMI,27,44,45,42,72,86,0,1
2/11/16,Canisius,Siena,24,42,43,48,67,90,0,1
2/11/16,Mercer,Wofford,27,41,43,38,70,79,0,1
2/11/16,Wagner,LIU Brooklyn,28,32,41,50,69,82,0,1
2/11/16,Drexel,Delaware,24,24,36,45,60,69,0,1
2/11/16,VCU,Massachusetts,32,43,31,26,63,69,0,1
2/11/16,Stony Brook,UMBC,37,17,38,35,75,52,1,0
2/11/16,UTEP,FIU,45,37,39,37,84,74,1,0
2/11/16,Hofstra,William & Mary,38,38,48,42,86,80,1,0
2/11/16,Albany,New Hampshire,38,37,30,32,68,69,0,1
2/11/16,Samford,East Tenn. St.,33,44,46,35,11,15,0,1
2/11/16,Florida State,Syracuse,39,42,33,43,72,85,0,1
2/11/16,Southeast Mo. St.,Tennessee-Martin,27,35,37,42,64,77,0,1
2/11/16,Citadel,Furman,26,42,49,53,75,95,0,1
2/11/16,Milwaukee,Oakland,42,39,51,46,93,85,1,0
2/11/16,Sacred Heart,Mt. St. Mary's,33,29,28,37,61,66,0,1
2/11/16,Binghamton,Hartford,26,17,42,37,68,54,1,0
2/11/16,Cent. Conn. St.,St. Francis (B'klyn),41,27,26,47,67,74,0,1
2/11/16,FGCU,S.C. Upstate,37,36,34,28,71,64,1,0
2/11/16,North Florida,Kennesaw State,43,48,48,53,91,101,0,1
2/11/16,Connecticut,Temple,29,31,29,32,58,63,0,1
2/11/16,High Point,Coastal Caro.,39,29,29,38,68,67,1,0
2/11/16,Rice,Charlotte,46,36,27,66,73,102,0,1
2/11/16,Northeastern,Towson,23,22,24,22,47,44,1,0
2/11/16,Eastern Kentucky,Morehead State,18,24,32,37,50,61,0,1
2/11/16,Longwood,Winthrop,37,42,43,46,80,88,0,1
2/11/16,Green Bay,Detroit,46,40,40,45,86,85,1,0
2/11/16,Stetson,NJIT,37,32,33,42,70,74,0,1
2/11/16,UTSA,Florida Atlantic,25,35,48,44,73,79,0,1
2/11/16,Gardner-Webb,Campbell,36,34,42,44,7,11,0,1
2/11/16,North Texas,Old Dominion,24,21,23,46,47,67,0,1
2/11/16,James Madison,Charleston,25,23,31,29,56,52,1,0
2/11/16,Chattanooga,Western Caro.,19,35,42,32,61,67,0,1
2/11/16,Presbyterian,Charleston So.,23,37,40,40,63,77,0,1
2/11/16,Jacksonville,Lipscomb,43,40,49,53,92,93,0,1
2/11/16,Quinnipiac,Manhattan,40,31,37,53,77,84,0,1
2/11/16,UAB,Southern Miss,37,30,28,35,15,12,0,1
2/11/16,Wright State,Illinois-Chicago,31,33,28,31,59,64,0,1
2/11/16,Murray State,SIUE,40,27,30,37,70,64,1,0
2/11/16,UALR,La.-Monroe,32,42,50,44,82,86,0,1
2/11/16,North Dakota St.,South Dakota,21,29,37,43,58,72,0,1
2/11/16,New Orleans,McNeese State,46,43,30,44,76,87,0,1
2/11/16,IUPUI,Oral Roberts,27,40,29,37,56,77,0,1
2/11/16,Northern Kentucky,Valparaiso,20,38,32,26,52,64,0,1
2/11/16,Georgia State,South Alabama,40,38,26,28,12,13,0,1
2/11/16,Arkansas State,La.-Lafayette,42,39,31,44,73,83,0,1
2/11/16,Ga. Southern,Troy,36,28,41,43,77,71,1,0
2/11/16,Appalachian St.,Texas State,30,37,38,32,68,69,0,1
2/11/16,Illinois State,Evansville,29,30,41,30,70,60,1,0
2/11/16,Portland State,Idaho State,31,45,40,43,71,88,0,1
2/11/16,Middle Tenn.,Louisiana Tech,24,27,39,46,63,73,0,1
2/11/16,Radford,UNC-Asheville,28,32,32,27,60,59,1,0
2/11/16,Western Illinois,Denver,31,26,32,34,63,60,1,0
2/11/16,Fairleigh D'son,Bryant,47,35,44,42,91,77,1,0
2/11/16,Southern Utah,Montana,23,43,30,43,53,86,0,1
2/11/16,Sacramento St.,Weber State,25,35,25,28,50,63,0,1
2/11/16,Northern Ariz.,Montana State,18,56,40,45,58,101,0,1
2/11/16,North Dakota,Eastern Wash.,34,44,51,51,85,95,0,1
2/11/16,Washington St.,Colorado,32,41,35,26,14,21,0,1
2/11/16,San Diego,Santa Clara,32,36,39,38,71,74,0,1
2/11/16,Loyola Marym't,Pacific,41,36,36,36,77,72,1,0
2/11/16,BYU,San Francisco,58,39,56,50,114,89,1,0
2/11/16,Northern Colo.,Idaho,34,32,33,41,67,73,0,1
2/11/16,Cal Poly,Long Beach St.,24,35,46,38,70,73,0,1
2/11/16,UC Santa Barb.,UC Davis,27,22,45,44,72,66,1,0
2/11/16,Oregon State,Stanford,33,29,29,21,62,50,1,0
2/11/16,Gonzaga,Portland,44,35,48,31,92,66,1,0
2/11/16,Pepperdine,St. Mary's (Cal.),30,30,39,33,69,63,1,0
2/12/16,UCLA,Arizona,44,34,31,47,75,81,0,1
2/12/16,Dayton,Rhode Island,37,33,31,33,68,66,1,0
2/12/16,USC,Arizona State,30,27,37,47,67,74,0,1
2/12/16,Princeton,Cornell,52,29,33,27,85,56,1,0
2/12/16,Ohio,Buffalo,44,28,50,47,94,75,1,0
2/12/16,Yale,Dartmouth,27,28,48,37,75,65,1,0
2/12/16,Penn,Columbia,24,28,29,35,53,63,0,1
2/12/16,Brown,Harvard,33,28,40,51,73,79,0,1
2/12/16,Niagara,St. Peter's,25,38,34,34,59,72,0,1
2/12/16,Central Ark.,Incarnate Word,31,28,38,43,69,71,0,1
2/12/16,Monmouth,Rider,44,35,35,43,79,78,1,0
2/12/16,Grand Canyon,Seattle,32,28,39,32,71,60,1,0
2/13/16,St. John's ,Villanova,27,28,36,45,63,73,0,1
2/13/16,Wisconsin,Maryland,36,21,34,36,70,57,1,0
2/13/16,Kansas,Oklahoma,38,33,38,39,76,72,1,0
2/13/16,Xavier,Butler,43,29,31,28,74,57,1,0
2/13/16,Virginia,Duke,34,31,28,32,62,63,0,1
2/13/16,TCU,West Virginia,22,41,20,32,42,73,0,1
2/13/16,Oregon,Stanford,28,32,44,44,72,76,0,1
2/13/16,Louisville,Notre Dame,43,36,23,35,66,71,0,1
2/13/16,Texas,Iowa State,34,36,41,49,75,85,0,1
2/13/16,Texas A&M;,LSU,37,33,34,43,71,76,0,1
2/13/16,Gonzaga,SMU,27,30,33,39,60,69,0,1
2/13/16,Purdue,Michigan,31,27,25,34,56,61,0,1
2/13/16,Georgetown,Providence,29,49,43,26,72,75,0,1
2/13/16,Texas Tech,Baylor,33,32,51,34,84,66,1,0
2/13/16,Kentucky,South Carolina,42,27,47,35,89,62,1,0
2/13/16,UNI,Wichita State,38,27,15,23,53,50,1,0
2/13/16,Kansas State,Oklahoma State,22,27,30,25,3,6,0,1
2/13/16,Drexel,Northeastern,24,39,36,31,60,70,0,1
2/13/16,Boston U.,Loyola (Md.),36,24,37,41,73,65,1,0
2/13/16,Western Mich.,Bowling Green,41,30,33,38,74,68,1,0
2/13/16,New Mexico St.,Chicago State,30,21,39,34,69,55,1,0
2/13/16,Liberty,Longwood,34,27,35,41,69,68,1,0
2/13/16,Bucknell,Colgate,42,44,39,47,81,91,0,1
2/13/16,Tennessee State,Eastern Kentucky,37,41,42,37,79,78,1,0
2/13/16,Rice,Old Dominion,39,31,36,35,75,66,1,0
2/13/16,Gardner-Webb,Coastal Caro.,33,30,38,48,71,78,0,1
2/13/16,Fairfield,Quinnipiac,38,34,32,36,14,10,0,1
2/13/16,Stetson,S.C. Upstate,44,43,39,42,83,85,0,1
2/13/16,Washington,Colorado,34,46,46,35,80,81,0,1
2/13/16,Arkansas,Mississippi,37,35,23,41,60,76,0,1
2/13/16,Siena,Iona,35,39,46,39,81,78,1,0
2/13/16,UAB,Louisiana Tech,36,29,40,56,76,85,0,1
2/13/16,Navy,Lafayette,30,35,44,33,74,68,1,0
2/13/16,Georgia Tech,Clemson,32,37,20,29,52,66,0,1
2/13/16,North Dakota St.,Omaha,31,34,38,42,69,76,0,1
2/13/16,Memphis,Tulane,41,45,39,35,7,14,0,1
2/13/16,Green Bay,Oakland,42,52,51,59,93,111,0,1
2/13/16,UCF,Houston,25,40,33,42,58,82,0,1
2/13/16,St. Francis (Pa.),Mt. St. Mary's,29,34,32,32,61,66,0,1
2/13/16,Tennessee,Missouri,27,38,37,37,64,75,0,1
2/13/16,Milwaukee,Detroit,29,44,37,36,66,80,0,1
2/13/16,UTRGV,UMKC,26,38,32,37,58,75,0,1
2/13/16,Cent. Conn. St.,Sacred Heart,25,43,27,44,52,87,0,1
2/13/16,Northern Kentucky,Illinois-Chicago,37,33,40,46,77,79,0,1
2/13/16,BYU,Santa Clara,51,32,45,30,96,62,1,0
2/13/16,Wagner,Bryant,37,29,42,26,79,55,1,0
2/13/16,Savannah State,S. Carolina St.,32,32,28,25,60,57,1,0
2/13/16,Army West Point,American,24,15,41,44,65,59,1,0
2/13/16,Geo. Washington,St. Bonaventure,19,24,38,40,57,64,0,1
2/13/16,North Texas,Charlotte,35,56,44,47,79,103,0,1
2/13/16,Chattanooga,East Tenn. St.,37,26,39,42,76,68,1,0
2/13/16,Bethune-Cookman,N.C. Central,31,38,35,52,66,90,0,1
2/13/16,Howard,Coppin State,29,42,37,48,66,90,0,1
2/13/16,Mercer,Furman,40,37,34,48,74,85,0,1
2/13/16,Drake,Southern Ill.,27,37,33,38,60,75,0,1
2/13/16,William & Mary,Towson,37,46,45,53,82,99,0,1
2/13/16,Md.-East. Shore,Delaware State,36,27,35,48,71,75,0,1
2/13/16,FGCU,NJIT,31,31,28,37,59,68,0,1
2/13/16,Florida A&M;,N.C. A&T;,27,39,41,36,68,75,0,1
2/13/16,East Carolina,Cincinnati,26,34,34,41,60,75,0,1
2/13/16,Wyoming,Boise State,29,37,42,57,71,94,0,1
2/13/16,Ohio State,Rutgers,35,26,44,43,79,69,1,0
2/13/16,Davidson,George Mason,24,29,35,31,59,60,0,1
2/13/16,Southern Utah,Montana State,26,40,47,40,73,80,0,1
2/13/16,Indiana State,Missouri State,33,35,44,42,8,12,0,1
2/13/16,Akron,Northern Ill.,41,40,38,40,79,80,0,1
2/13/16,Jacksonville,Kennesaw State,34,44,35,46,69,90,0,1
2/13/16,Ball State,Cent. Michigan,32,31,43,32,75,63,1,0
2/13/16,Samford,Western Caro.,30,26,41,50,71,76,0,1
2/13/16,McNeese State,N'western St.,28,44,50,43,78,87,0,1
2/13/16,North Florida,Lipscomb,48,38,39,56,87,94,0,1
2/13/16,Arkansas State,La.-Monroe,37,37,30,30,6,11,0,1
2/13/16,Hofstra,Delaware,27,28,50,38,77,66,1,0
2/13/16,Nicholls State,Southeastern La.,39,31,22,38,61,69,0,1
2/13/16,Northern Colo.,Eastern Wash.,31,51,49,46,80,97,0,1
2/13/16,Georgia State,Troy,23,24,30,30,53,54,0,1
2/13/16,UALR,La.-Lafayette,38,27,30,37,68,64,1,0
2/13/16,Ga. Southern,South Alabama,27,35,49,45,76,80,0,1
2/13/16,Alabama,Florida,23,27,38,28,61,55,1,0
2/13/16,Houston Baptist,Sam Houston St.,33,37,35,43,68,80,0,1
2/13/16,South Dakota,South Dakota St.,28,44,40,41,68,85,0,1
2/13/16,Grambling,Prairie View A&M;,27,25,29,35,56,60,0,1
2/13/16,UTEP,Florida Atlantic,47,34,42,48,89,82,1,0
2/13/16,San Diego,San Francisco,17,31,34,37,51,68,0,1
2/13/16,Vanderbilt,Auburn,37,24,49,33,86,57,1,0
2/13/16,Penn State,Nebraska,31,32,23,38,54,70,0,1
2/13/16,Fordham,Richmond,30,26,37,45,67,71,0,1
2/13/16,Saint Louis,VCU,24,44,28,41,52,85,0,1
2/13/16,San Jose State,New Mexico,27,35,31,39,58,74,0,1
2/13/16,Morgan State,Norfolk State,30,43,43,36,73,79,0,1
2/13/16,Robert Morris,Fairleigh D'son,28,31,44,39,72,70,1,0
2/13/16,Penn,Cornell,36,35,56,49,92,84,1,0
2/13/16,Miss. Valley St.,Alcorn State,28,31,37,34,6,7,0,1
2/13/16,Ark.-Pine Bluff,Southern Univ.,25,32,33,34,58,66,0,1
2/13/16,Oregon State,California,29,41,42,42,71,83,0,1
2/13/16,Alabama State,Alabama A&M;,31,33,43,35,74,68,1,0
2/13/16,Texas A&M-C.C.;,Steph. F. Austin,28,31,30,39,58,70,0,1
2/13/16,Campbell,Presbyterian,47,36,44,25,91,61,1,0
2/13/16,Citadel,Wofford,37,52,52,47,89,99,0,1
2/13/16,Yale,Harvard,37,26,30,29,67,55,1,0
2/13/16,Miami (Ohio),Toledo,18,35,31,58,49,93,0,1
2/13/16,Charleston,Elon,34,29,32,33,66,62,1,0
2/13/16,Cleveland State,Youngstown St.,32,21,32,38,64,59,1,0
2/13/16,Brown,Dartmouth,28,38,42,49,70,87,0,1
2/13/16,Charleston So.,High Point,28,32,22,40,50,72,0,1
2/13/16,Denver,IPFW,31,35,53,53,84,88,0,1
2/13/16,Manhattan,Marist,39,38,42,35,81,73,1,0
2/13/16,UTSA,FIU,32,32,33,47,65,79,0,1
2/13/16,Fresno State,Nevada,28,34,35,29,9,14,0,1
2/13/16,Princeton,Columbia,27,31,49,45,12,7,0,1
2/13/16,Wright State,Valparaiso,33,24,28,35,61,59,1,0
2/13/16,Southeast Mo. St.,Murray State,25,48,31,35,56,83,0,1
2/13/16,Middle Tenn.,Southern Miss,27,32,49,22,76,54,1,0
2/13/16,Illinois,Northwestern,23,21,33,37,56,58,0,1
2/13/16,Marshall,Western Ky.,40,39,40,41,16,13,0,1
2/13/16,Tulsa,Connecticut,21,34,52,41,73,75,0,1
2/13/16,Creighton,Marquette,25,25,40,37,65,62,1,0
2/13/16,Georgia,Mississippi St.,32,21,34,36,66,57,1,0
2/13/16,SIUE,Eastern Illinois,32,25,40,39,72,64,1,0
2/13/16,La Salle,Saint Joseph's,27,40,35,48,62,88,0,1
2/13/16,Western Illinois,Oral Roberts,27,36,39,36,66,72,0,1
2/13/16,Appalachian St.,Texas-Arlington,21,49,39,42,60,91,0,1
2/13/16,Tennessee-Martin,Austin Peay,24,37,49,36,12,11,0,1
2/13/16,Jacksonville St.,Tennessee Tech,30,32,40,40,70,72,0,1
2/13/16,Long Beach St.,UC Davis,25,16,32,32,57,48,1,0
2/13/16,Jackson State,Texas Southern,28,29,32,47,60,76,0,1
2/13/16,Portland State,Weber State,34,48,44,39,78,87,0,1
2/13/16,Northern Ariz.,Montana,28,37,39,48,67,85,0,1
2/13/16,Sacramento St.,Idaho State,33,37,31,29,64,66,0,1
2/13/16,Colorado State,UNLV,32,36,48,51,80,87,0,1
2/13/16,North Dakota,Idaho,22,22,42,43,64,65,0,1
2/13/16,Pepperdine,Pacific,25,27,31,29,9,7,0,1
2/13/16,Utah Valley,CSU Bakersfield,27,41,42,50,69,91,0,1
2/13/16,Air Force,San Diego State,32,38,29,32,61,70,0,1
2/13/16,CSUN,UC Irvine,35,39,49,54,84,93,0,1
2/13/16,Cal Poly,UC Riverside,40,35,46,43,86,78,1,0
2/13/16,Loyola Marym't,St. Mary's (Cal.),21,33,41,35,62,68,0,1
2/13/16,Belmont,Morehead State,43,29,34,49,77,78,0,1
2/13/16,CSU Fullerton,Hawaii,31,40,28,36,59,76,0,1
2/13/16,Wake Forest,NC State,44,46,44,53,88,99,0,1
2/13/16,Kent State,Eastern Mich.,23,31,47,44,70,75,0,1
2/13/16,Winthrop,Radford,41,46,45,38,86,84,1,0
2/14/16,Minnesota,Iowa,28,34,43,41,71,75,0,1
2/14/16,Indiana,Michigan State,40,41,29,47,69,88,0,1
2/14/16,Pittsburgh,North Carolina,29,42,35,43,64,85,0,1
2/14/16,Miami (Fla.),Florida State,37,26,30,39,67,65,1,0
2/14/16,USC,Arizona,30,46,48,40,78,86,0,1
2/14/16,Syracuse,Boston College,35,32,40,29,75,61,1,0
2/14/16,New Hampshire,Stony Brook,23,25,35,34,58,59,0,1
2/14/16,Maine,Albany,29,51,35,57,64,108,0,1
2/14/16,Hartford,Vermont,37,44,44,48,81,92,0,1
2/14/16,Niagara,Rider,25,41,34,36,59,77,0,1
2/14/16,Canisius,St. Peter's,22,26,35,35,57,61,0,1
2/14/16,Massachusetts,Duquesne,33,43,51,41,24,15,0,1
2/14/16,South Florida,Temple,31,40,34,37,65,77,0,1
2/14/16,Evansville,Loyola Chicago,50,36,24,37,74,73,1,0
2/14/16,Bradley,Illinois State,26,39,34,36,60,75,0,1
2/14/16,Washington St.,Utah,21,40,26,48,47,88,0,1
2/14/16,UCLA,Arizona State,37,35,41,30,78,65,1,0
2/14/16,UMBC,Mass.-Lowell,38,40,54,56,92,96,0,1
2/15/16,Oklahoma State,Kansas,34,47,33,47,67,94,0,1
2/15/16,NC State,Virginia,31,31,22,42,53,73,0,1
2/15/16,LIU Brooklyn,St. Francis (B'klyn),39,27,43,40,82,67,1,0
2/15/16,Oakland,Wright State,45,39,44,34,89,73,1,0
2/15/16,Bethune-Cookman,N.C. A&T;,33,34,36,35,14,8,0,1
2/15/16,Quinnipiac,Iona,34,37,25,41,59,78,0,1
2/15/16,Western Caro.,East Tenn. St.,38,35,39,48,77,83,0,1
2/15/16,Morgan State,Hampton,43,44,36,43,79,87,0,1
2/15/16,Wofford,UNC-Greensboro,32,24,29,41,61,65,0,1
2/15/16,Marist,Fairfield,33,28,40,48,73,76,0,1
2/15/16,Holy Cross,Lehigh,26,25,33,39,59,64,0,1
2/15/16,Delaware State,Coppin State,36,31,35,36,71,67,1,0
2/15/16,Florida A&M;,N.C. Central,34,37,40,42,74,79,0,1
2/15/16,Texas A&M-C.C.;,New Orleans,36,26,29,31,65,57,1,0
2/15/16,Lamar,Houston Baptist,32,40,46,39,78,79,0,1
2/15/16,Manhattan,Monmouth,32,38,38,41,70,79,0,1
2/15/16,N'western St.,Central Ark.,39,49,55,58,94,107,0,1
2/15/16,Milwaukee,Green Bay,31,39,37,31,68,70,0,1
2/15/16,Incarnate Word,Steph. F. Austin,24,37,22,47,46,84,0,1
2/15/16,New Mexico St.,Wichita State,24,37,17,34,41,71,0,1
2/15/16,Jackson State,Prairie View A&M;,33,28,47,38,80,66,1,0
2/15/16,Grambling,Texas Southern,16,46,56,33,72,79,0,1
2/15/16,Sam Houston St.,Abilene Christian,44,35,40,36,84,71,1,0
2/15/16,Miss. Valley St.,Southern Univ.,30,47,34,50,64,97,0,1
2/15/16,Southeastern La.,McNeese State,29,42,44,31,6,3,0,1
2/15/16,Ark.-Pine Bluff,Alcorn State,21,39,39,40,60,79,0,1
2/16/16,West Virginia,Texas,36,45,42,40,78,85,0,1
2/16/16,Iowa State,Baylor,35,41,46,40,10,19,0,1
2/16/16,Northwestern,Purdue,27,35,34,36,61,71,0,1
2/16/16,Western Mich.,Kent State,36,42,36,30,6,13,0,1
2/16/16,Richmond,Davidson,40,37,39,46,79,83,0,1
2/16/16,Creighton,Butler,29,36,46,52,75,88,0,1
2/16/16,Detroit,Northern Kentucky,38,32,36,36,74,68,1,0
2/16/16,Ball State,Miami (Ohio),32,28,41,28,73,56,1,0
2/16/16,Buffalo,Akron,36,33,34,47,70,80,0,1
2/16/16,St. Catharine,Morehead State,32,49,34,56,66,105,0,1
2/16/16,Toledo,Cent. Michigan,29,45,40,32,69,77,0,1
2/16/16,South Florida,East Carolina,35,30,34,22,69,52,1,0
2/16/16,Michigan,Ohio State,28,36,38,40,66,76,0,1
2/16/16,Valparaiso,Cleveland State,29,17,37,26,66,43,1,0
2/16/16,Illinois-Chicago,Youngstown St.,39,39,36,36,16,17,0,1
2/16/16,Eastern Mich.,Ohio,31,40,33,46,64,86,0,1
2/16/16,Wake Forest,Pittsburgh,33,35,39,37,24,29,0,1
2/16/16,South Carolina,Missouri,25,33,42,39,67,72,0,1
2/16/16,Md.-East. Shore,Howard,37,44,37,33,74,77,0,1
2/16/16,Rhode Island,VCU,23,37,44,46,67,83,0,1
2/16/16,Allen,Campbell,37,55,29,55,66,110,0,1
2/16/16,Kansas State,TCU,35,24,28,25,63,49,1,0
2/16/16,Bowling Green,Northern Ill.,32,38,28,33,60,71,0,1
2/16/16,Troy,South Alabama,27,14,34,40,61,54,1,0
2/16/16,Vanderbilt,Mississippi St.,41,32,33,43,74,75,0,1
2/16/16,Rutgers,Illinois,25,47,41,35,66,82,0,1
2/16/16,Florida,Georgia,19,25,38,28,57,53,1,0
2/16/16,Mississippi,Texas A&M;,35,40,21,31,56,71,0,1
2/16/16,UNLV,Air Force,31,35,43,44,74,79,0,1
2/17/16,Villanova,Temple,35,23,48,44,83,67,1,0
2/17/16,Oklahoma,Texas Tech,31,34,32,31,63,65,0,1
2/17/16,Iowa,Penn State,31,38,44,41,75,79,0,1
2/17/16,Duke,North Carolina,42,46,32,27,74,73,1,0
2/17/16,Providence,Xavier,37,52,37,33,74,85,0,1
2/17/16,Virginia Tech,Miami (Fla.),22,21,27,44,49,65,0,1
2/17/16,Arizona State,Arizona,24,38,37,61,61,99,0,1
2/17/16,Dayton,Saint Joseph's,27,36,43,43,70,79,0,1
2/17/16,Syracuse,Louisville,27,28,31,44,58,72,0,1
2/17/16,Nebraska,Indiana,34,41,30,39,64,80,0,1
2/17/16,Auburn,Arkansas,46,46,44,40,90,86,1,0
2/17/16,St. Bonaventure,La Salle,32,35,32,36,64,71,0,1
2/17/16,Holy Cross,Army West Point,29,34,39,38,68,72,0,1
2/17/16,Massachusetts,Fordham,25,40,41,36,66,76,0,1
2/17/16,UCF,Memphis,15,33,41,40,56,73,0,1
2/17/16,Saint Louis,George Mason,39,27,33,45,7,5,0,1
2/17/16,Stony Brook,Albany,30,37,40,45,70,82,0,1
2/17/16,Colgate,Boston U.,33,31,35,40,68,71,0,1
2/17/16,Boston College,Clemson,34,31,20,34,54,65,0,1
2/17/16,Binghamton,Vermont,32,37,32,41,64,78,0,1
2/17/16,Geo. Washington,Duquesne,31,38,50,36,81,74,1,0
2/17/16,UMBC,Hartford,30,36,35,52,65,88,0,1
2/17/16,Loyola (Md.),Bucknell,25,36,27,51,52,87,0,1
2/17/16,Omaha,IUPUI,27,42,49,46,76,88,0,1
2/17/16,Lehigh,Navy,31,33,46,41,77,74,1,0
