Date,Team 1,Team 2,Team 1 1st Half,Team 2 1st Half,Team 1 2nd Half,Team 2 2nd Half,Team 1 Final,Team 2 Final,Team 1 Winner,Team 2 Winner
12/8/15,Worcester State,New Hampshire,23,46,43,54,66,100,0,1
12/8/15,Towson,Loyola (Md.),30,24,35,30,65,54,1,0
12/8/15,LSU Shreveport,Louisiana Tech,28,41,21,41,49,82,0,1
12/8/15,Air Force,Ohio State,16,37,34,37,50,74,0,1
12/8/15,Bradley,Texas-Arlington,32,53,29,44,61,97,0,1
12/8/15,UMKC,South Dakota,34,37,36,42,70,79,0,1
12/8/15,San Jose State,Marquette,31,40,31,40,62,80,0,1
12/8/15,UTSA,Texas,17,56,33,60,50,116,0,1
12/8/15,South Dakota St.,Minnesota,45,22,39,48,84,70,1,0
12/8/15,Henderson State,Steph. F. Austin,18,43,36,44,54,87,0,1
12/8/15,Bowling Green,Southeast Mo. St.,35,22,44,30,79,52,1,0
12/8/15,Stony Brook,Notre Dame,32,40,29,46,61,86,0,1
12/8/15,Iona,Tulsa,32,44,49,46,81,90,0,1
12/8/15,Evansville,Arkansas,32,44,44,45,76,89,0,1
12/8/15,Idaho State,Portland,23,25,43,40,66,65,1,0
12/8/15,TCU,Washington,23,57,44,35,67,92,0,1
12/8/15,Hawaii-Hilo,Hawaii,33,44,34,42,67,86,0,1
12/9/15,Md.-East. Shore,Michigan State,16,33,19,45,35,78,0,1
12/9/15,Holy Cross,Kansas,33,50,26,42,59,92,0,1
12/9/15,Eastern Kentucky,Kentucky,36,50,31,38,67,88,0,1
12/9/15,Howard,Purdue,24,56,31,37,55,93,0,1
12/9/15,Fresno State,Arizona,46,43,26,42,72,85,0,1
12/9/15,Boston College,Providence,23,37,28,29,51,66,0,1
12/9/15,Dayton,Vanderbilt,32,40,40,27,72,67,1,0
12/9/15,Niagara,St. John's ,20,27,24,21,44,48,0,1
12/9/15,N.C. Wesleyan,Coastal Caro.,31,44,42,54,73,98,0,1
12/9/15,Eastern Illinois,Marshall,37,42,39,40,76,82,0,1
12/9/15,Albany,Marist,32,28,43,25,75,53,1,0
12/9/15,Fairleigh D'son,Lafayette,44,33,30,41,17,15,0,1
12/9/15,Dartmouth,Maine,42,33,37,36,79,69,1,0
12/9/15,Hofstra,Siena,32,45,36,36,68,81,0,1
12/9/15,IPFW,Indiana,34,48,31,42,65,90,0,1
12/9/15,Temple,Penn,38,30,39,43,77,73,1,0
12/9/15,Quinnipiac,Hartford,40,31,28,35,68,66,1,0
12/9/15,Valparaiso,Indiana State,31,21,38,42,69,63,1,0
12/9/15,Campbell,Charlotte,37,34,39,36,76,70,1,0
12/9/15,UNC-Greensboro,High Point,36,44,36,46,72,90,0,1
12/9/15,Columbia,Manhattan,26,32,46,39,72,71,1,0
12/9/15,Virginia Tech,Radford,41,27,33,38,74,65,1,0
12/9/15,Toledo,Detroit,34,31,38,44,72,75,0,1
12/9/15,Omaha,Missouri,30,37,48,48,78,85,0,1
12/9/15,Yale,Illinois,25,33,40,36,65,69,0,1
12/9/15,SIUE,Southern Ill.,39,37,37,37,76,74,1,0
12/9/15,Nebraska,Creighton,30,36,37,47,67,83,0,1
12/9/15,McNeese State,La.-Lafayette,31,52,33,45,64,97,0,1
12/9/15,DePaul,Drake,38,37,36,34,74,71,1,0
12/9/15,Coppin State,Kansas State,29,42,29,41,58,83,0,1
12/9/15,John Brown,Oral Roberts,22,47,31,41,53,88,0,1
12/9/15,Eastern Wash.,Davidson,39,47,47,49,86,96,0,1
12/9/15,Utah State,BYU,24,39,44,41,68,80,0,1
12/9/15,Ark.-Fort Smith,Colorado State,42,48,30,49,72,97,0,1
12/9/15,Weber State,Utah Valley,25,25,35,35,21,24,0,1
12/9/15,Milwaukee,Wisconsin,29,40,39,27,68,67,1,0
12/9/15,Loyola Marym't,Boise State,36,37,30,30,66,67,0,1
12/9/15,Tennessee-Martin,Texas Tech,16,39,33,29,49,68,0,1
12/9/15,UNLV,Wichita State,22,31,28,25,50,56,0,1
12/9/15,York (NE),Northern Colo.,18,52,40,39,58,91,0,1
12/9/15,Denver,San Diego,25,19,34,28,59,47,1,0
12/9/15,Fresno Pacific,Nevada,29,46,41,73,70,119,0,1
12/9/15,Long Beach St.,Pepperdine,31,32,44,45,75,77,0,1
12/9/15,Incarnate Word,California,31,31,31,43,62,74,0,1
12/10/15,Iowa,Iowa State,49,35,33,48,82,83,0,1
12/10/15,Utica,Colgate,23,51,45,39,68,90,0,1
12/10/15,Canisius,Penn State,25,40,42,41,67,81,0,1
12/10/15,Milligan,East Tenn. St.,22,49,25,49,47,98,0,1
12/10/15,Ave Maria,Florida Atlantic,28,32,31,40,59,72,0,1
12/10/15,NJIT,St. Francis (B'klyn),35,37,38,36,19,13,0,1
12/10/15,La.-Monroe,Kent State,35,33,27,40,62,73,0,1
12/10/15,IUPUI,Missouri State,42,33,32,55,74,88,0,1
12/10/15,Troy,Seton Hall,30,36,39,42,69,78,0,1
12/10/15,Cumberland ,Lipscomb,24,42,29,41,53,83,0,1
12/10/15,Southern Univ.,Wyoming,27,26,41,32,68,58,1,0
12/10/15,Washington St.,Idaho,37,44,37,34,74,78,0,1
12/10/15,Nicholls State,San Diego State,21,44,26,40,47,84,0,1
12/11/15,North Greenville,S.C. Upstate,25,26,33,44,58,70,0,1
12/11/15,Eastern Wash.,Pittsburgh,23,42,28,42,51,84,0,1
12/11/15,Prairie View A&M;,TCU,23,26,32,47,55,73,0,1
12/11/15,Tennessee-Martin,UTRGV,34,26,38,38,72,64,1,0
12/11/15,Valparaiso,Chicago State,39,23,32,30,71,53,1,0
12/11/15,North Dakota St.,North Dakota,25,35,44,32,69,67,1,0
12/12/15,Florida,Michigan State,25,27,27,31,52,58,0,1
12/12/15,Oregon State,Kansas,39,28,28,54,67,82,0,1
12/12/15,North Carolina,Texas,44,42,38,42,82,84,0,1
12/12/15,Arizona State,Kentucky,31,32,27,40,58,72,0,1
12/12/15,Md.-East. Shore,Maryland,29,35,27,42,56,77,0,1
12/12/15,Oral Roberts,Oklahoma,38,43,35,53,73,96,0,1
12/12/15,Youngstown St.,Purdue,30,41,34,54,64,95,0,1
12/12/15,Cincinnati,Xavier,26,42,29,23,55,65,0,1
12/12/15,Bryant,Providence,32,28,35,46,67,74,0,1
12/12/15,Tennessee,Butler,43,48,43,46,86,94,0,1
12/12/15,UCLA,Gonzaga,30,32,41,34,71,66,1,0
12/12/15,Eastern Mich.,Louisville,21,37,32,49,53,86,0,1
12/12/15,Oregon,Boise State,28,41,44,33,72,74,0,1
12/12/15,Utah,Wichita State,20,33,30,34,50,67,0,1
12/12/15,Duquesne,St. Francis (Pa.),38,32,29,33,67,65,1,0
12/12/15,Auburn,Middle Tenn.,38,29,35,44,8,15,0,1
12/12/15,Bowling Green,Detroit,34,47,46,48,80,95,0,1
12/12/15,Pepperdine,Ball State,39,30,33,33,72,63,1,0
12/12/15,La.-Lafayette,Louisiana Tech,37,33,42,58,79,91,0,1
12/12/15,Ohio,Cleveland State,36,34,40,33,76,67,1,0
12/12/15,Mt. St. Mary's,UMBC,32,32,31,43,63,75,0,1
12/12/15,Navy,VMI,30,21,38,41,68,62,1,0
12/12/15,Marquette,Wisconsin,29,24,28,31,57,55,1,0
12/12/15,Grambling,Tennessee State,20,32,32,32,52,64,0,1
12/12/15,Binghamton,Buffalo,30,38,34,42,64,80,0,1
12/12/15,Illinois-Chicago,Illinois,30,41,49,42,79,83,0,1
12/12/15,Jacksonville,S. Carolina St.,33,38,41,43,74,81,0,1
12/12/15,La.-Monroe,Penn State,24,25,26,29,50,54,0,1
12/12/15,Lamar,Liberty,27,14,46,44,73,58,1,0
12/12/15,Old Dominion,Georgia State,35,36,29,32,64,68,0,1
12/12/15,Austin Peay,IPFW,33,29,35,56,68,85,0,1
12/12/15,Eastern Illinois,Western Illinois,32,29,25,35,57,64,0,1
12/12/15,LIU Brooklyn,Niagara,35,37,35,33,10,9,0,1
12/12/15,Mississippi,Southeast Mo. St.,35,25,40,39,75,64,1,0
12/12/15,Texas A&M-C.C.;,UTSA,43,31,42,48,85,79,1,0
12/12/15,St. Mary's (Cal.),California,26,37,33,26,59,63,0,1
12/12/15,Lafayette,Sacred Heart,42,31,48,55,90,86,1,0
12/12/15,Army West Point,Air Force,43,32,47,48,90,80,1,0
12/12/15,Miss. Valley St.,Evansville,33,48,27,47,60,95,0,1
12/12/15,Stony Brook,Northeastern,27,38,35,37,62,75,0,1
12/12/15,Radford,Howard,39,30,29,38,24,23,0,1
12/12/15,George Mason,James Madison,18,30,28,39,46,69,0,1
12/12/15,Gardner-Webb,Furman,34,28,39,25,73,53,1,0
12/12/15,Marygrove,Western Mich.,23,58,36,43,59,101,0,1
12/12/15,Rutgers,Geo. Washington,24,46,25,37,49,83,0,1
12/12/15,Texas Southern,Cent. Michigan,38,35,33,44,71,79,0,1
12/12/15,Portland State,SIUE,36,32,28,42,64,74,0,1
12/12/15,IUPUI,Creighton,29,40,36,50,65,90,0,1
12/12/15,Princeton,Lipscomb,40,34,38,30,78,64,1,0
12/12/15,Mississippi St.,UMKC,29,31,38,41,67,72,0,1
12/12/15,Kansas State,Texas A&M;,29,35,39,43,68,78,0,1
12/12/15,Rider,Charleston So.,42,34,40,38,82,72,1,0
12/12/15,Montana,Washington,30,52,32,40,62,92,0,1
12/12/15,Blue Mountain,Jackson State,16,41,21,34,37,75,0,1
12/12/15,Longwood,Richmond,22,37,37,40,59,77,0,1
12/12/15,McNeese State,Indiana,31,53,29,52,60,105,0,1
12/12/15,CSU Bakersfield,South Dakota,39,36,38,31,77,67,1,0
12/12/15,Bethune-Cookman,Akron,24,41,36,40,60,81,0,1
12/12/15,Pacific,Fresno State,22,34,30,37,52,71,0,1
12/12/15,Coastal Georgia,North Florida,33,62,38,55,71,117,0,1
12/12/15,Delaware,Marist,26,26,44,43,70,69,1,0
12/12/15,UNLV,UC Riverside,40,26,33,36,73,62,1,0
12/12/15,Oakland,Toledo,38,33,38,31,76,64,1,0
12/12/15,Tampa,Long Beach St.,29,38,31,49,60,87,0,1
12/12/15,Eastern Kentucky,Marshall,38,48,34,48,72,96,0,1
12/12/15,Florida Atlantic,UCF,25,34,36,41,61,75,0,1
12/12/15,Western Caro.,Davidson,24,39,30,48,54,87,0,1
12/12/15,Drake,Nevada,27,32,44,47,71,79,0,1
12/12/15,Canisius,Kent State,36,40,41,44,77,84,0,1
12/12/15,NJIT,Columbia,25,38,31,27,56,65,0,1
12/12/15,Holy Cross,Hartford,45,26,45,42,90,68,1,0
12/12/15,Chattanooga,Dayton,29,24,32,35,61,59,1,0
12/12/15,Arkansas Tech,Steph. F. Austin,33,39,15,47,48,86,0,1
12/12/15,Samford,Florida A&M;,45,37,41,30,86,67,1,0
12/12/15,Williams Baptist,New Orleans,27,31,39,52,66,83,0,1
12/12/15,Albany,Siena,32,34,38,44,70,78,0,1
12/12/15,Alabama A&M;,Saint Louis,28,34,30,41,58,75,0,1
12/12/15,Belmont Abbey,UNC-Greensboro,24,40,37,44,61,84,0,1
12/12/15,Manhattan,Memphis,38,36,19,53,57,89,0,1
12/12/15,Tennessee Tech,Arkansas,21,40,36,43,57,83,0,1
12/12/15,North Texas,Southern Ill.,18,32,48,42,66,74,0,1
12/12/15,BYU,Colorado,36,48,47,44,83,92,0,1
12/12/15,Arlington Baptist,Houston Baptist,27,55,26,55,53,110,0,1
12/12/15,Minnesota,Oklahoma State,30,28,30,34,60,62,0,1
12/12/15,Ark.-Monticello,Arkansas State,35,55,36,49,71,104,0,1
12/12/15,Loyola Marym't,CSU Fullerton,35,31,47,39,82,70,1,0
12/12/15,UC Irvine,Utah State,28,23,45,40,73,63,1,0
12/12/15,Utah Valley,Idaho State,50,33,50,43,100,76,1,0
12/12/15,UNI,New Mexico,27,35,30,41,57,76,0,1
12/12/15,Dartmouth,Stanford,24,37,26,27,50,64,0,1
12/12/15,UALR,DePaul,32,23,34,21,66,44,1,0
12/12/15,Sacramento St.,Portland,32,46,41,35,73,81,0,1
12/12/15,Pacific Union,Santa Clara,34,38,32,35,66,73,0,1
12/12/15,Hawaii Pacific,Hawaii,31,31,40,52,71,83,0,1
12/12/15,Ohio State,Connecticut,24,45,31,30,55,75,0,1
12/12/15,Delaware State,Michigan,18,38,15,42,33,80,0,1
12/13/15,Ark.-Pine Bluff,Iowa State,30,39,34,39,64,78,0,1
12/13/15,La Salle,Villanova,23,38,24,38,47,76,0,1
12/13/15,Missouri,Arizona,23,42,29,46,52,88,0,1
12/13/15,La.-Monroe,West Virginia,26,59,32,41,58,100,0,1
12/13/15,Judson,Milwaukee,38,66,36,59,74,125,0,1
12/13/15,Coppin State,Fordham,23,52,32,40,55,92,0,1
12/13/15,Wright State,Miami (Ohio),34,34,33,38,67,72,0,1
12/13/15,Massachusetts,FGCU,37,42,39,35,76,77,0,1
12/13/15,Weber State,Denver,32,37,36,32,68,69,0,1
12/13/15,Wagner,Monmouth,20,32,34,41,54,73,0,1
12/13/15,Rhode Island,Nebraska,37,32,30,38,67,70,0,1
12/13/15,N.C. A&T;,East Carolina,26,29,34,42,60,71,0,1
12/13/15,Boston U.,Quinnipiac,28,30,36,27,64,57,1,0
12/13/15,Campbell,UNC-Asheville,19,40,41,40,60,80,0,1
12/13/15,Loyola Chicago,Notre Dame,34,40,27,41,61,81,0,1
12/13/15,Wesley,Elon,29,42,48,64,77,106,0,1
12/13/15,St. Peter's,Seton Hall,20,35,26,37,46,72,0,1
12/13/15,UTRGV,Texas State,25,30,34,38,59,68,0,1
12/13/15,Indiana State,Western Ky.,30,37,32,38,62,75,0,1
12/13/15,Southeastern La.,Florida State,22,29,36,46,58,75,0,1
12/13/15,UC Santa Barb.,South Dakota St.,42,51,26,35,68,86,0,1
12/13/15,North Greenville,Charleston,24,41,28,48,52,89,0,1
12/13/15,Tulsa,Missouri State,38,28,32,33,70,61,1,0
12/13/15,Lamar,Virginia Tech,23,51,30,37,53,88,0,1
12/13/15,Yale,USC,22,34,34,34,56,68,0,1
12/13/15,Virginia-Wise,High Point,43,52,31,59,74,111,0,1
12/13/15,Murray State,Illinois State,31,26,30,37,61,63,0,1
12/13/15,Saint Joseph's,Temple,34,32,27,29,5,4,0,1
12/13/15,NC State,South Florida,35,15,30,31,65,46,1,0
12/13/15,Morehead State,Pittsburgh,28,35,34,37,62,72,0,1
12/13/15,Alabama State,Jacksonville St.,25,30,38,30,63,60,1,0
12/13/15,Ecclesia,Southern Univ.,35,57,34,39,69,96,0,1
12/13/15,Montana State,San Jose State,47,35,44,48,91,83,1,0
12/13/15,Maine,Boston College,29,44,31,47,60,91,0,1
12/13/15,LSU,Houston,36,45,48,39,14,21,0,1
12/13/15,UTEP,Washington St.,33,39,35,45,68,84,0,1
12/13/15,Alabama,Clemson,34,26,17,24,51,50,1,0
12/13/15,Chicago State,Northwestern,15,31,20,46,35,77,0,1
12/13/15,Colorado State,Northern Colo.,33,39,31,34,64,73,0,1
12/13/15,Seattle,UAB,24,37,49,42,73,79,0,1
12/13/15,Wyoming,New Mexico St.,22,24,40,35,62,59,1,0
